[Profile Gen 065] fitness=1.638s | selection=0.000s | repro=1.022s (crossover=0.191s, mutation=0.830s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.118s | prefix=0.110s | score=0.010s | pop=100 

[Gen:066/100] Fitness(norm) : (best=100.0000, avg=1.9118, worst=0.0000) | Coverage(best)=90.04% (target=90.00%) | Numb of sensors : (min=24, avg=38.5, max=41) | BestSensors=24 (corner=8)
[Profile Gen 066] fitness=1.658s | selection=0.000s | repro=1.073s (crossover=0.180s, mutation=0.893s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.115s | prefix=0.108s | score=0.010s | pop=100 

[Gen:067/100] Fitness(norm) : (best=100.0000, avg=1.9118, worst=0.0000) | Coverage(best)=90.04% (target=90.00%) | Numb of sensors : (min=24, avg=38.5, max=41) | BestSensors=24 (corner=8)
[Profile Gen 067] fitness=1.753s | selection=0.000s | repro=1.165s (crossover=0.208s, mutation=0.956s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.117s | prefix=0.109s | score=0.010s | pop=100 

[Gen:068/100] Fitness(norm) : (best=100.0000, avg=1.9118, worst=0.0000) | Coverage(best)=90.04% (target=90.00%) | Numb of sensors : (min=24, avg=38.3, max=41) | BestSensors=24 (corner=8)
[Profile Gen 068] fitness=1.743s | selection=0.000s | repro=1.089s (crossover=0.203s, mutation=0.885s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.117s | prefix=0.109s | score=0.010s | pop=100 

[Gen:069/100] Fitness(norm) : (best=100.0000, avg=1.9118, worst=0.0000) | Coverage(best)=90.04% (target=90.00%) | Numb of sensors : (min=24, avg=38.3, max=41) | BestSensors=24 (corner=8)
[Profile Gen 069] fitness=1.756s | selection=0.000s | repro=0.919s (crossover=0.198s, mutation=0.720s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.118s | prefix=0.109s | score=0.010s | pop=100 

[Gen:070/100] Fitness(norm) : (best=100.0000, avg=1.9062, worst=0.0000) | Coverage(best)=90.04% (target=90.00%) | Numb of sensors : (min=24, avg=38.4, max=40) | BestSensors=24 (corner=8)
[Profile Gen 070] fitness=1.630s | selection=0.000s | repro=0.969s (crossover=0.184s, mutation=0.784s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.066s | prefix=0.109s | score=0.010s | pop=100 

[Gen:071/100] Fitness(norm) : (best=100.0000, avg=1.9118, worst=0.0000) | Coverage(best)=90.04% (target=90.00%) | Numb of sensors : (min=24, avg=38.4, max=41) | BestSensors=24 (corner=8)
[Profile Gen 071] fitness=1.656s | selection=0.000s | repro=0.957s (crossover=0.194s, mutation=0.763s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.116s | prefix=0.108s | score=0.010s | pop=100 

[Gen:072/100] Fitness(norm) : (best=100.0000, avg=2.8125, worst=0.0000) | Coverage(best)=90.04% (target=90.00%) | Numb of sensors : (min=24, avg=38.2, max=40) | BestSensors=24 (corner=8)
[Profile Gen 072] fitness=1.743s | selection=0.000s | repro=1.090s (crossover=0.181s, mutation=0.908s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.117s | prefix=0.109s | score=0.010s | pop=100 

[Gen:073/100] Fitness(norm) : (best=100.0000, avg=1.9118, worst=0.0000) | Coverage(best)=90.04% (target=90.00%) | Numb of sensors : (min=24, avg=38.2, max=41) | BestSensors=24 (corner=8)
[Profile Gen 073] fitness=1.747s | selection=0.000s | repro=1.263s (crossover=0.224s, mutation=1.039s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.117s | prefix=0.110s | score=0.010s | pop=100 

[Gen:074/100] Fitness(norm) : (best=100.0000, avg=1.9118, worst=0.0000) | Coverage(best)=90.04% (target=90.00%) | Numb of sensors : (min=24, avg=38.4, max=41) | BestSensors=24 (corner=8)
[Profile Gen 074] fitness=1.655s | selection=0.000s | repro=0.992s (crossover=0.220s, mutation=0.772s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.117s | prefix=0.109s | score=0.010s | pop=100 

[Gen:075/100] Fitness(norm) : (best=100.0000, avg=1.9062, worst=0.0000) | Coverage(best)=90.04% (target=90.00%) | Numb of sensors : (min=24, avg=38.2, max=40) | BestSensors=24 (corner=8)
[Profile Gen 075] fitness=1.750s | selection=0.000s | repro=1.009s (crossover=0.161s, mutation=0.847s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.117s | prefix=0.109s | score=0.010s | pop=100 

[Gen:076/100] Fitness(norm) : (best=100.0000, avg=1.9118, worst=0.0000) | Coverage(best)=90.04% (target=90.00%) | Numb of sensors : (min=24, avg=38.3, max=41) | BestSensors=24 (corner=8)
[Profile Gen 076] fitness=1.744s | selection=0.000s | repro=1.038s (crossover=0.181s, mutation=0.856s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.115s | prefix=0.109s | score=0.010s | pop=100 

[Gen:077/100] Fitness(norm) : (best=100.0000, avg=3.7286, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=38.2, max=41) | BestSensors=20 (corner=8)
[Profile Gen 077] fitness=1.569s | selection=0.000s | repro=1.044s (crossover=0.208s, mutation=0.835s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.070s | prefix=0.059s | score=0.008s | pop=100 

[Gen:078/100] Fitness(norm) : (best=100.0000, avg=1.9095, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=38.0, max=41) | BestSensors=20 (corner=8)
[Profile Gen 078] fitness=1.565s | selection=0.000s | repro=0.905s (crossover=0.172s, mutation=0.733s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.110s | prefix=0.073s | score=0.008s | pop=100 

[Gen:079/100] Fitness(norm) : (best=100.0000, avg=1.9050, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=37.6, max=40) | BestSensors=20 (corner=8)
[Profile Gen 079] fitness=1.680s | selection=0.000s | repro=0.879s (crossover=0.178s, mutation=0.701s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.110s | prefix=0.073s | score=0.008s | pop=100 

[Gen:080/100] Fitness(norm) : (best=100.0000, avg=2.8100, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=37.5, max=40) | BestSensors=20 (corner=8)
[Profile Gen 080] fitness=1.678s | selection=0.000s | repro=1.061s (crossover=0.179s, mutation=0.881s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.109s | prefix=0.073s | score=0.008s | pop=100 

[Gen:081/100] Fitness(norm) : (best=100.0000, avg=1.9050, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=37.2, max=40) | BestSensors=20 (corner=8)
[Profile Gen 081] fitness=1.665s | selection=0.000s | repro=1.050s (crossover=0.158s, mutation=0.891s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.110s | prefix=0.073s | score=0.008s | pop=100 

[Gen:082/100] Fitness(norm) : (best=100.0000, avg=1.9050, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=37.1, max=40) | BestSensors=20 (corner=8)
[Profile Gen 082] fitness=1.547s | selection=0.000s | repro=0.953s (crossover=0.174s, mutation=0.778s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.062s | prefix=0.061s | score=0.008s | pop=100 

[Gen:083/100] Fitness(norm) : (best=100.0000, avg=1.9050, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=36.9, max=40) | BestSensors=20 (corner=8)
[Profile Gen 083] fitness=1.543s | selection=0.000s | repro=0.954s (crossover=0.122s, mutation=0.831s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.110s | prefix=0.073s | score=0.008s | pop=100 

[Gen:084/100] Fitness(norm) : (best=100.0000, avg=1.9050, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=36.7, max=40) | BestSensors=20 (corner=8)
[Profile Gen 084] fitness=1.643s | selection=0.000s | repro=0.765s (crossover=0.117s, mutation=0.647s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.109s | prefix=0.073s | score=0.008s | pop=100 

[Gen:085/100] Fitness(norm) : (best=100.0000, avg=2.8053, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=36.4, max=39) | BestSensors=20 (corner=8)
[Profile Gen 085] fitness=1.632s | selection=0.000s | repro=0.951s (crossover=0.144s, mutation=0.806s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.109s | prefix=0.073s | score=0.008s | pop=100 

[Gen:086/100] Fitness(norm) : (best=100.0000, avg=2.8105, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=36.3, max=39) | BestSensors=20 (corner=8)
[Profile Gen 086] fitness=1.629s | selection=0.000s | repro=0.928s (crossover=0.156s, mutation=0.771s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.110s | prefix=0.073s | score=0.008s | pop=100 

[Gen:087/100] Fitness(norm) : (best=100.0000, avg=1.9053, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=35.9, max=39) | BestSensors=20 (corner=8)
[Profile Gen 087] fitness=1.615s | selection=0.000s | repro=0.861s (crossover=0.136s, mutation=0.724s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.110s | prefix=0.073s | score=0.008s | pop=100 

[Gen:088/100] Fitness(norm) : (best=100.0000, avg=1.9100, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=35.5, max=40) | BestSensors=20 (corner=8)
[Profile Gen 088] fitness=1.533s | selection=0.000s | repro=0.959s (crossover=0.119s, mutation=0.840s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.066s | prefix=0.051s | score=0.004s | pop=100 

[Gen:089/100] Fitness(norm) : (best=100.0000, avg=1.9053, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=34.9, max=39) | BestSensors=20 (corner=8)
[Profile Gen 089] fitness=1.472s | selection=0.000s | repro=0.971s (crossover=0.140s, mutation=0.830s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.110s | prefix=0.073s | score=0.008s | pop=100 

[Gen:090/100] Fitness(norm) : (best=100.0000, avg=1.9000, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=34.8, max=38) | BestSensors=20 (corner=8)
[Profile Gen 090] fitness=1.458s | selection=0.000s | repro=0.869s (crossover=0.124s, mutation=0.744s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.110s | prefix=0.073s | score=0.008s | pop=100 

[Gen:091/100] Fitness(norm) : (best=100.0000, avg=1.9053, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=34.8, max=39) | BestSensors=20 (corner=8)
[Profile Gen 091] fitness=1.578s | selection=0.000s | repro=0.858s (crossover=0.178s, mutation=0.679s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.109s | prefix=0.073s | score=0.008s | pop=100 

[Gen:092/100] Fitness(norm) : (best=100.0000, avg=1.9000, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=34.7, max=38) | BestSensors=20 (corner=8)
[Profile Gen 092] fitness=1.578s | selection=0.000s | repro=0.811s (crossover=0.152s, mutation=0.658s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.110s | prefix=0.073s | score=0.008s | pop=100 

[Gen:093/100] Fitness(norm) : (best=100.0000, avg=1.9053, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=34.9, max=39) | BestSensors=20 (corner=8)
[Profile Gen 093] fitness=1.580s | selection=0.000s | repro=0.873s (crossover=0.153s, mutation=0.719s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.109s | prefix=0.073s | score=0.008s | pop=100 

[Gen:094/100] Fitness(norm) : (best=100.0000, avg=1.9000, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=34.9, max=38) | BestSensors=20 (corner=8)
[Profile Gen 094] fitness=1.578s | selection=0.000s | repro=1.042s (crossover=0.156s, mutation=0.885s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.110s | prefix=0.073s | score=0.008s | pop=100 

[Gen:095/100] Fitness(norm) : (best=100.0000, avg=1.9000, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=35.1, max=38) | BestSensors=20 (corner=8)
[Profile Gen 095] fitness=1.511s | selection=0.000s | repro=0.968s (crossover=0.186s, mutation=0.782s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.110s | prefix=0.073s | score=0.008s | pop=100 

[Gen:096/100] Fitness(norm) : (best=100.0000, avg=2.8000, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=35.4, max=38) | BestSensors=20 (corner=8)
[Profile Gen 096] fitness=1.590s | selection=0.000s | repro=0.716s (crossover=0.155s, mutation=0.561s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.110s | prefix=0.073s | score=0.008s | pop=100 

[Gen:097/100] Fitness(norm) : (best=100.0000, avg=2.8105, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=35.3, max=39) | BestSensors=20 (corner=8)
[Profile Gen 097] fitness=1.600s | selection=0.000s | repro=0.818s (crossover=0.114s, mutation=0.704s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.109s | prefix=0.073s | score=0.008s | pop=100 

[Gen:098/100] Fitness(norm) : (best=100.0000, avg=1.9000, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=35.1, max=38) | BestSensors=20 (corner=8)
[Profile Gen 098] fitness=1.581s | selection=0.000s | repro=0.848s (crossover=0.150s, mutation=0.698s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.110s | prefix=0.073s | score=0.008s | pop=100 

[Gen:099/100] Fitness(norm) : (best=100.0000, avg=1.9000, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=35.0, max=38) | BestSensors=20 (corner=8)
[Profile Gen 099] fitness=1.588s | selection=0.000s | repro=0.829s (crossover=0.108s, mutation=0.720s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.110s | prefix=0.073s | score=0.008s | pop=100 

[Gen:100/100] Fitness(norm) : (best=100.0000, avg=1.9053, worst=0.0000) | Coverage(best)=90.25% (target=90.00%) | Numb of sensors : (min=20, avg=35.0, max=39) | BestSensors=20 (corner=8)
[Profile Gen 100] fitness=1.532s | selection=0.000s | repro=0.980s (crossover=0.082s, mutation=0.897s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.071s | prefix=0.058s | score=0.007s | pop=100 

[Gen:001/100] Fitness(norm) : (best=100.0000, avg=93.5478, worst=90.0000) | Coverage(best)=91.28% (target=90.00%) | Numb of sensors : (min=10, avg=96.5, max=144) | BestSensors=10 (corner=4)
[Profile Gen 001] fitness=3.867s | selection=0.000s | repro=2.982s (crossover=1.802s, mutation=1.179s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.181s | prefix=0.021s | score=0.004s | pop=100 

[Gen:002/100] Fitness(norm) : (best=100.0000, avg=94.2674, worst=90.0000) | Coverage(best)=91.28% (target=90.00%) | Numb of sensors : (min=10, avg=59.3, max=96) | BestSensors=10 (corner=4)
[Profile Gen 002] fitness=2.527s | selection=0.000s | repro=1.797s (crossover=0.959s, mutation=0.837s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.181s | prefix=0.020s | score=0.004s | pop=100 

[Gen:003/100] Fitness(norm) : (best=100.0000, avg=73.3400, worst=0.0000) | Coverage(best)=91.21% (target=90.00%) | Numb of sensors : (min=11, avg=48.4, max=56) | BestSensors=11 (corner=4)
[Profile Gen 003] fitness=2.111s | selection=0.000s | repro=1.766s (crossover=0.628s, mutation=1.138s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.173s | prefix=0.025s | score=0.005s | pop=100 

[Gen:004/100] Fitness(norm) : (best=100.0000, avg=47.5050, worst=0.0000) | Coverage(best)=91.21% (target=90.00%) | Numb of sensors : (min=11, avg=45.5, max=51) | BestSensors=11 (corner=4)
[Profile Gen 004] fitness=2.004s | selection=0.000s | repro=1.397s (crossover=0.488s, mutation=0.909s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.173s | prefix=0.025s | score=0.005s | pop=100 

[Gen:005/100] Fitness(norm) : (best=100.0000, avg=38.2895, worst=0.0000) | Coverage(best)=91.21% (target=90.00%) | Numb of sensors : (min=11, avg=44.8, max=49) | BestSensors=11 (corner=4)
[Profile Gen 005] fitness=1.897s | selection=0.000s | repro=1.396s (crossover=0.407s, mutation=0.989s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.173s | prefix=0.025s | score=0.005s | pop=100 

[Gen:006/100] Fitness(norm) : (best=100.0000, avg=40.8297, worst=0.0000) | Coverage(best)=91.01% (target=90.00%) | Numb of sensors : (min=10, avg=44.4, max=47) | BestSensors=10 (corner=4)
[Profile Gen 006] fitness=1.943s | selection=0.000s | repro=1.185s (crossover=0.309s, mutation=0.874s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.165s | prefix=0.021s | score=0.004s | pop=100 

[Gen:007/100] Fitness(norm) : (best=100.0000, avg=32.6528, worst=0.0000) | Coverage(best)=91.01% (target=90.00%) | Numb of sensors : (min=10, avg=43.9, max=46) | BestSensors=10 (corner=4)
[Profile Gen 007] fitness=1.827s | selection=0.000s | repro=1.192s (crossover=0.282s, mutation=0.909s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.165s | prefix=0.021s | score=0.004s | pop=100 

[Gen:008/100] Fitness(norm) : (best=100.0000, avg=30.0324, worst=0.0000) | Coverage(best)=91.01% (target=90.00%) | Numb of sensors : (min=10, avg=43.4, max=47) | BestSensors=10 (corner=4)
[Profile Gen 008] fitness=1.903s | selection=0.000s | repro=1.149s (crossover=0.228s, mutation=0.920s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.165s | prefix=0.021s | score=0.004s | pop=100 

[Gen:009/100] Fitness(norm) : (best=100.0000, avg=30.8694, worst=0.0000) | Coverage(best)=91.01% (target=90.00%) | Numb of sensors : (min=10, avg=43.3, max=46) | BestSensors=10 (corner=4)
[Profile Gen 009] fitness=1.794s | selection=0.000s | repro=1.122s (crossover=0.194s, mutation=0.927s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.092s | prefix=0.015s | score=0.002s | pop=100 

[Gen:010/100] Fitness(norm) : (best=100.0000, avg=30.0917, worst=0.0000) | Coverage(best)=91.70% (target=90.00%) | Numb of sensors : (min=11, avg=43.1, max=47) | BestSensors=11 (corner=4)
[Profile Gen 010] fitness=1.840s | selection=0.000s | repro=0.857s (crossover=0.164s, mutation=0.692s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.156s | prefix=0.025s | score=0.005s | pop=100 

[Gen:011/100] Fitness(norm) : (best=100.0000, avg=26.3353, worst=0.0000) | Coverage(best)=91.70% (target=90.00%) | Numb of sensors : (min=11, avg=42.6, max=45) | BestSensors=11 (corner=4)
[Profile Gen 011] fitness=1.869s | selection=0.000s | repro=1.002s (crossover=0.176s, mutation=0.825s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.156s | prefix=0.025s | score=0.005s | pop=100 

[Gen:012/100] Fitness(norm) : (best=100.0000, avg=23.6382, worst=0.0000) | Coverage(best)=91.70% (target=90.00%) | Numb of sensors : (min=11, avg=42.4, max=45) | BestSensors=11 (corner=4)
[Profile Gen 012] fitness=1.862s | selection=0.000s | repro=1.009s (crossover=0.155s, mutation=0.853s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.158s | prefix=0.026s | score=0.005s | pop=100 

[Gen:013/100] Fitness(norm) : (best=100.0000, avg=24.5588, worst=0.0000) | Coverage(best)=91.70% (target=90.00%) | Numb of sensors : (min=11, avg=42.2, max=45) | BestSensors=11 (corner=4)
[Profile Gen 013] fitness=1.751s | selection=0.000s | repro=1.011s (crossover=0.146s, mutation=0.865s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.156s | prefix=0.025s | score=0.005s | pop=100 

[Gen:014/100] Fitness(norm) : (best=100.0000, avg=23.6706, worst=0.0000) | Coverage(best)=91.70% (target=90.00%) | Numb of sensors : (min=11, avg=41.9, max=45) | BestSensors=11 (corner=4)
[Profile Gen 014] fitness=1.806s | selection=0.000s | repro=1.090s (crossover=0.154s, mutation=0.935s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.157s | prefix=0.025s | score=0.005s | pop=100 

[Gen:015/100] Fitness(norm) : (best=100.0000, avg=26.4516, worst=0.0000) | Coverage(best)=90.12% (target=90.00%) | Numb of sensors : (min=14, avg=41.7, max=45) | BestSensors=14 (corner=4)
[Profile Gen 015] fitness=1.841s | selection=0.000s | repro=1.017s (crossover=0.142s, mutation=0.874s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.149s | prefix=0.042s | score=0.006s | pop=100 

[Gen:016/100] Fitness(norm) : (best=100.0000, avg=30.9033, worst=0.0000) | Coverage(best)=90.12% (target=90.00%) | Numb of sensors : (min=14, avg=41.4, max=44) | BestSensors=14 (corner=4)
[Profile Gen 016] fitness=1.834s | selection=0.000s | repro=0.968s (crossover=0.117s, mutation=0.850s) | calls: crossover~100, mutation~70.0
               fitness_breakdown: ordering=0.150s | prefix=0.042s | score=0.006s | pop=100 

